id,paragraphs
120,"No king in Westeros was more feared than Black Harren, whose cruelty had become legendary all through the Seven Kingdoms. And no king in Westeros felt more threatened than Argilac the Storm King, last of the Durrandon, an aging warrior whose only heir was his maiden daughter. Thus it was that King Argilac reached out to the Targaryens on Dragonstone, offering Lord Aegon his daughter in marriage, with all the lands east of the Gods Eye from the Trident to the Blackwater Rush as her dowry."
121,"Aegon Targaryen spurned the Storm King’s proposal. He had two wives, he pointed out; he did not need a third. And the dower lands being offered had belonged to Harrenhal for more than a generation. They were not Argilac’s to give. Plainly, the aging Storm King meant to establish the Targaryens along the Blackwater as a buffer between his own lands and those of Harren the Black."
122,The Lord of Dragonstone countered with an offer of his own. He
124,"would take the dower lands being offered if Argilac would also cede Massey’s Hook and the woods and plains from the Blackwater south to the river Wendwater and the headwaters of the Mander. The pact would be sealed by the marriage of Argilac’s daughter to Orys Baratheon, Lord Aegon’s childhood friend and champion."
125,"These terms Argilac the Arrogant rejected angrily. Orys Baratheon was a baseborn half-brother to Lord Aegon, it was whispered, and the Storm King would not dishonor his daughter by giving her hand to a bastard. The very suggestion enraged him. Argilac had the hands of Aegon’s envoy cut off and returned to him in a box. “These are the only hands your bastard shall have of me,” he wrote."
126,"Aegon made no reply. Instead he summoned his friends, bannermen, and principal allies to attend him on Dragonstone. Their numbers were small. The Velaryons of Driftmark were sworn to House Targaryen, as were the Celtigars of Claw Isle. From Massey’s Hook came Lord Bar Emmon of Sharp Point and Lord Massey of Stonedance, both sworn to Storm’s End, but with closer ties to Dragonstone. Lord Aegon and his sisters took counsel with them, and visited the castle sept to pray to the Seven of Westeros as well, though he had never before been accounted a pious man."
127,"On the seventh day, a cloud of ravens burst from the towers of Dragonstone to bring Lord Aegon’s word to the Seven Kingdoms of Westeros. To the seven kings they flew, to the Citadel of Oldtown, to lords both great and small. All carried the same message: from this day forth there would be but one king in Westeros. Those who bent the knee to Aegon of House Targaryen would keep their lands and titles. Those who took up arms against him would be thrown down, humbled, and destroyed."
128,"Accounts differ on how many swords set sail from Dragonstone with Aegon and his sisters. Some say three thousand; others number them only in the hundreds. This modest Targaryen host put ashore at the mouth of the Blackwater Rush, on the northern bank where three wooded hills rose above a small fishing village."
129,"In the days of the Hundred Kingdoms, many petty kings had claimed dominion over the river mouth, amongst them the Darklyn kings of Duskendale, the Masseys of Stonedance, and the river kings of old, be they Mudds, Fishers, Brackens, Blackwoods, or Hooks. Towers and forts had crowned the three hills at various times, only to be thrown"
131,"down in one war or another. Now only broken stones and overgrown ruins remained to welcome the Targaryens. Though claimed by both Storm’s End and Harrenhal, the river mouth was undefended, and the closest castles were held by lesser lords of no great power or military prowess, and lords moreover who had little reason to love their nominal overlord, Harren the Black."
132,"Aegon Targaryen quickly threw up a log-and-earth palisade around the highest of the three hills, and dispatched his sisters to secure the submission of the nearest castles. Rosby yielded to Rhaenys and golden-eyed Meraxes without a fight. At Stokeworth a few crossbowmen loosed bolts at Visenya, until Vhagar’s flames set the roofs of the castle keep ablaze. Then they too submitted."
133,"The Conquerors’ first true test came from Lord Darklyn of Duskendale and Lord Mooton of Maidenpool, who joined their power and marched south with three thousand men to drive the invaders back into the sea. Aegon sent Orys Baratheon out to attack them on the march, whilst he descended on them from above with the Black Dread. Both lords were slain in the one-sided battle that followed; Darklyn’s son and Mooton’s brother thereafter yielded up their castles and swore their swords to House Targaryen. At that time Duskendale was the principal Westerosi port on the narrow sea, and had grown fat and wealthy from the trade that passed through its harbor. Visenya Targaryen did not allow the town to be sacked, but she did not hesitate to claim its riches, greatly swelling the coffers of the Conquerors."
134,This perhaps would be an apt place to discuss the differing characters of Aegon Targaryen and his sisters and queens.
135,"Visenya, eldest of the three siblings, was as much a warrior as Aegon himself, as comfortable in ringmail as in silk. She carried the Valyrian longsword Dark Sister, and was skilled in its use, having trained beside her brother since childhood. Though possessed of the silver-gold hair and purple eyes of Valyria, hers was a harsh, austere beauty. Even those who loved her best found Visenya stern, serious, and unforgiving; some said that she played with poisons and dabbled in dark sorceries."
136,"Rhaenys, youngest of the three Targaryens, was all her sister was not, playful, curious, impulsive, given to flights of fancy. No true warrior, Rhaenys loved music, dancing, and poetry, and supported many a singer, mummer, and puppeteer. Yet it was said that Rhaenys"
138,"spent more time on dragonback than her brother and sister combined, for above all things she loved to fly. She once was heard to say that before she died she meant to fly Meraxes across the Sunset Sea to see what lay upon its western shores. Whilst no one ever questioned Visenya’s fidelity to her brother-husband, Rhaenys surrounded herself with comely young men, and (it was whispered) even entertained some in her bedchambers on the nights when Aegon was with her elder sister. Yet despite these rumors, observers at court could not fail to note that the king spent ten nights with Rhaenys for every night with Visenya."
139,"Aegon Targaryen himself, strangely, was as much an enigma to his contemporaries as to us. Armed with the Valyrian steel blade Blackfyre, he was counted amongst the greatest warriors of his age, yet he took no pleasure in feats of arms, and never rode in tourney or melee. His mount was Balerion the Black Dread, but he flew only to battle or to travel swiftly across land and sea. His commanding presence drew men to his banners, yet he had no close friends, save Orys Baratheon, the companion of his youth. Women were drawn to him, but Aegon remained ever faithful to his sisters. As king, he put great trust in his small council and his sisters, leaving much of the day- to-day governance of the realm to them…yet did not hesitate to take command when he found it necessary. Though he dealt harshly with rebels and traitors, he was open-handed with former foes who bent the knee."
140,"This he showed for the first time at the Aegonfort, the crude wood- and-earth castle he had raised atop what would henceforth and forever be known as Aegon’s High Hill. Having taken a dozen castles and secured the mouth of the Blackwater Rush on both sides of the river, he commanded the lords he had defeated to attend him. There they laid their swords at his feet, and Aegon raised them up and confirmed them in their lands and titles. To his oldest supporters he gave new honors. Daemon Velaryon, Lord of the Tides, was made master of ships, in command of the royal fleet. Triston Massey, Lord of Stonedance, was named master of laws, Crispian Celtigar master of coin. And Orys Baratheon he proclaimed to be “my shield, my stalwart, my strong right hand.” Thus Baratheon is reckoned by the maesters the first King’s Hand."
141,"Heraldic banners had long been a tradition amongst the lords of Westeros, but such had never been used by the dragonlords of old"
143,"Valyria. When Aegon’s knights unfurled his great silken battle standard, with a red three-headed dragon breathing fire upon a black field, the lords took it for a sign that he was now truly one of them, a worthy high king for Westeros. When Queen Visenya placed a Valyrian steel circlet, studded with rubies, on her brother’s head and Queen Rhaenys hailed him as, “Aegon, First of His Name, King of All Westeros, and Shield of His People,” the dragons roared and the lords and knights sent up a cheer…but the smallfolk, the fishermen and fieldhands and goodwives, shouted loudest of all."
144,"The seven kings that Aegon the Dragon meant to uncrown were not cheering, however. In Harrenhal and Storm’s End, Harren the Black and Argilac the Arrogant had already called their banners. In the west, King Mern of the Reach rode the ocean road north to Casterly Rock to meet with King Loren of House Lannister. The Princess of Dorne dispatched a raven to Dragonstone, offering to join Aegon against Argilac the Storm King…but as an equal and ally, not a subject. Another offer of alliance came from the boy king of the Eyrie, Ronnel Arryn, whose mother asked for all the lands east of the Green Fork of the Trident for the Vale’s support against Black Harren. Even in the North, King Torrhen Stark of Winterfell sat with his lords bannermen and counselors late into the night, discussing what was to be done about this would-be conqueror. The whole realm waited anxiously to see where Aegon would move next."
148,"Within days of his coronation, Aegon’s armies were on the march again. The greater part of his host crossed the Blackwater Rush, making south for Storm’s End under the command of Orys Baratheon. Queen Rhaenys accompanied him, astride Meraxes of the golden eyes and silver scales. The Targaryen fleet, under Daemon Velaryon, left Blackwater Bay and turned north, for Gulltown and the Vale. With"
150,"them went Queen Visenya and Vhagar. The king himself marched northwest, to the Gods Eye and Harrenhal, the gargantuan fortress that was the pride and obsession of King Harren the Black."
151,"All three of the Targaryen thrusts faced fierce opposition. Lords Errol, Fell, and Buckler, bannermen to Storm’s End, surprised the advance elements of Orys Baratheon’s host as they were crossing the Wendwater, cutting down more than a thousand men before fading back into the trees. A hastily assembled Arryn fleet, augmented by a dozen Braavosi warships, met and defeated the Targaryen fleet in the waters off Gulltown. Amongst the dead was Aegon’s admiral, Daemon Velaryon. Aegon himself was attacked on the south shore of the Gods Eye, not once but twice. The Battle of the Reeds was a Targaryen victory, but they suffered heavy losses at the Wailing Willows when two of King Harren’s sons crossed the lake in longboats with muffled oars and fell upon their rear."
152,"In the end, though, Aegon’s enemies had no answer for his dragons. The men of the Vale sank a third of the Targaryen ships and captured near as many, but when Queen Visenya descended upon them from the sky, their own ships burned. Lords Errol, Fell, and Buckler hid in their familiar forests until Queen Rhaenys unleashed Meraxes and a wall of fire swept through the woods, turning the trees to torches. And the victors at the Wailing Willows, returning across the lake to Harrenhal, were ill prepared when Balerion fell upon them out of the morning sky. Harren’s longboats burned. So did Harren’s sons."
153,"Aegon’s foes also found themselves plagued by other enemies. As Argilac the Arrogant gathered his swords at Storm’s End, pirates from the Stepstones descended on the shores of Cape Wrath to take advantage of their absence, and Dornish raiding parties came boiling out of the Red Mountains to sweep across the marches. In the Vale, young King Ronnel had to contend with a rebellion on the Three Sisters, when the Sistermen renounced all allegiance to the Eyrie and proclaimed Lady Marla Sunderland their queen."
154,"Yet these were but minor vexations compared to what befell Harren the Black. Though House Hoare had ruled the riverlands for three generations, the men of the Trident had no love for their ironborn overlords. Harren the Black had driven thousands to their deaths in the building of his great castle of Harrenhal, plundering the riverlands for materials, and beggaring lords and smallfolk alike with his appetite"
156,"for gold. So now the riverlands rose against him, led by Lord Edmyn Tully of Riverrun. Summoned to the defense of Harrenhal, Tully declared for House Targaryen instead, raised the dragon banner over his castle, and rode forth with his knights and archers to join his strength to Aegon’s. His defiance gave heart to the other riverlords. One by one, the lords of the Trident renounced Harren and declared for Aegon the Dragon. Blackwoods, Mallisters, Vances, Brackens, Pipers, Freys, Strongs…summoning their levies, they descended on Harrenhal."
157,"Suddenly outnumbered, King Harren the Black took refuge in his supposedly impregnable stronghold. The largest castle ever raised in Westeros, Harrenhal boasted five gargantuan towers, an inexhaustible source of fresh water, huge subterranean vaults well stocked with provisions, and massive walls of black stone higher than any ladder and too thick to be broken by any ram or shattered by a trebuchet. Harren barred his gates and settled down with his remaining sons and supporters to withstand a siege."
158,"Aegon of Dragonstone was of a different mind. Once he had joined his power with that of Edmyn Tully and the other riverlords to ring the castle, he sent a maester to the gates under a peace banner, to parley. Harren emerged to meet him; an old man and grey, yet still fierce in his black armor. Each king had his banner bearer and his maester in attendance, so the words that they exchanged are still remembered."
159,"“Yield now,” Aegon began, “and you may remain as Lord of the Iron Islands. Yield now, and your sons will live to rule after you. I have eight thousand men outside your walls.”"
160,"“What is outside my walls is of no concern to me,” said Harren. “Those walls are strong and thick.”"
161,"“But not so high as to keep out dragons. Dragons fly.” “I built in stone,” said Harren. “Stone does not burn.”"
162,"To which Aegon said, “When the sun sets, your line shall end.”"
163,"It is said that Harren spat at that and returned to his castle. Once inside, he sent every man of his to the parapets, armed with spears and bows and crossbows, promising lands and riches to whichever of them could bring the dragon down. “Had I a daughter, the dragonslayer could claim her hand as well,” Harren the Black proclaimed. “Instead I will give him one of Tully’s daughters, or all three if he likes. Or he may"
165,"pick one of Blackwood’s whelps, or Strong’s, or any girl born of these traitors of the Trident, these lords of yellow mud.” Then Harren the Black retired to his tower, surrounded by his household guard, to sup with his remaining sons."
166,"As the last light of the sun faded, Black Harren’s men stared into the gathering darkness, clutching their spears and crossbows. When no dragon appeared, some may have thought that Aegon’s threats had been hollow. But Aegon Targaryen took Balerion up high, through the clouds, up and up until the dragon was no bigger than a fly upon the moon. Only then did he descend, well inside the castle walls. On wings as black as pitch Balerion plunged through the night, and when the great towers of Harrenhal appeared beneath him, the dragon roared his fury and bathed them in black fire, shot through with swirls of red."
167,"Stone does not burn, Harren had boasted, but his castle was not made of stone alone. Wood and wool, hemp and straw, bread and salted beef and grain, all took fire. Nor were Harren’s ironmen made of stone. Smoking, screaming, shrouded in flames, they ran across the yards and tumbled from the wallwalks to die upon the ground below. And even stone will crack and melt if a fire is hot enough. The riverlords outside the castle walls said later that the towers of Harrenhal glowed red against the night, like five great candles…and like candles, they began to twist and melt as runnels of molten stone ran down their sides."
168,"Harren and his last sons died in the fires that engulfed his monstrous fortress that night. House Hoare died with him, and so too did the Iron Islands’ hold on the riverlands. The next day, outside the smoking ruins of Harrenhal, King Aegon accepted an oath of fealty from Edmyn Tully, Lord of Riverrun, and named him Lord Paramount of the Trident. The other riverlords did homage as well, to Aegon as king and to Edmyn Tully as their liege lord. When the ashes had cooled enough to allow men to enter the castle safely, the swords of the fallen, many shattered or melted or twisted into ribbons of steel by dragonfire, were gathered up and sent back to the Aegonfort in wagons."
169,"South and east, the Storm King’s bannermen proved considerably more loyal than King Harren’s. Argilac the Arrogant gathered a great host about him at Storm’s End. The seat of the Durrandons was a mighty fastness, its great curtain wall even thicker than the walls of"
171,"Harrenhal. It too was thought to be impregnable to assault. Word of King Harren’s end soon reached the ears of his old enemy King Argilac, however. Lords Fell and Buckler, falling back before the approaching host (Lord Errol had been killed), had sent him word of Queen Rhaenys and her dragon. The old warrior king roared that he did not intend to die as Harren had, cooked inside his own castle like a suckling pig with an apple in his mouth. No stranger to battle, he would decide his own fate, sword in hand. So Argilac the Arrogant rode forth from Storm’s End one last time, to meet his foes in the open field."
172,"The Storm King’s approach was no surprise to Orys Baratheon and his men; Queen Rhaenys, flying Meraxes, had witnessed Argilac’s departure from Storm’s End and was able to give the Hand a full accounting of the enemy’s numbers and dispositions. Orys took up a strong position on the hills south of Bronzegate, and dug in there on the high ground to await the coming of the stormlanders."
173,"As the armies came together, the stormlands proved true to their name. A steady rain began to fall that morning, and by midday it had turned into a howling gale. King Argilac’s lords bannermen urged him to delay his attack until the next day, in hopes the rain would pass, but the Storm King outnumbered the Conquerors almost two to one, and had almost four times as many knights and heavy horses. The sight of the Targaryen banners flapping sodden above his own hills enraged him, and the battle-seasoned old warrior did not fail to note that the rain was blowing from the south, into the faces of the Targaryen men on their hills. So Argilac the Arrogant gave the command to attack, and the battle known to history as the Last Storm began."
174,"The fighting lasted well into the night, a bloody business and far less one-sided than Aegon’s conquest of Harrenhal. Thrice Argilac the Arrogant led his knights against the Baratheon positions, but the slopes were steep and the rains had turned the ground soft and muddy, so the warhorses struggled and foundered, and the charges lost all cohesion and momentum. The stormlanders fared better when they sent their spearmen up the hills on foot. Blinded by the rain, the invaders did not see them climbing until it was too late, and the wet bowstrings of the archers made their bows useless. One hill fell, and then another, and the fourth and final charge of the Storm King and his knights broke through the Baratheon center…only to come upon Queen Rhaenys and Meraxes. Even on the ground, the dragon proved formidable.  Dickon  Morrigen  and  the  Bastard  of  Blackhaven,"
176,"commanding the vanguard, were engulfed in dragonflame, along with the knights of King Argilac’s personal guard. The warhorses panicked and fled in terror, crashing into riders behind them, and turning the charge into chaos. The Storm King himself was thrown from his saddle."
177,"Yet still Argilac continued to battle. When Orys Baratheon came down the muddy hill with his own men, he found the old king holding off half a dozen men, with as many corpses at his feet. “Stand aside,” Baratheon commanded. He dismounted, so as to meet the king on equal footing, and offered the Storm King one last chance to yield. Argilac cursed him instead. And so they fought, the old warrior king with his streaming white hair and Aegon’s fierce, black-bearded Hand. Each man took a wound from the other, it was said, but in the end the last of the Durrandon got his wish, and died with a sword in his hand and a curse on his lips. The death of their king took all heart out of the stormlanders, and as the word spread that Argilac had fallen, his lords and knights threw down their swords and fled."
181,"For a few days it was feared that Storm’s End might suffer the same fate as Harrenhal, for Argilac’s daughter Argella barred her gates at the approach of Orys Baratheon and the Targaryen host, and declared herself the Storm Queen. Rather than bend the knee, the defenders of Storm’s End would die to the last man, she promised when Queen Rhaenys flew Meraxes into the castle to parley. “You may take my"
183,"castle, but you will win only bones and blood and ashes,” she announced…but the soldiers of the garrison proved less eager to die. That night they raised a peace banner, threw open the castle gate, and delivered Lady Argella gagged, chained, and naked to the camp of Orys Baratheon."
184,"It is said that Baratheon unchained her with his own hands, wrapped his cloak around her, poured her wine, and spoke to her gently, telling her of her father’s courage and the manner of his death. And afterward, to honor the fallen king, he took the arms and words of the Durrandon for his own. The crowned stag became his sigil, Storm’s End became his seat, and Lady Argella his wife."
185,"With both the riverlands and stormlands now under the control of Aegon the Dragon and his allies, the remaining kings of Westeros saw plainly that their own turns were coming. At Winterfell, King Torrhen called his banners; given the vast distances in the North, he knew that assembling an army would take time. Queen Sharra of the Vale, regent for her son Ronnel, took refuge in the Eyrie, looked to her defenses, and sent an army to the Bloody Gate, gateway to the Vale of Arryn. In her youth Queen Sharra had been lauded as “the Flower of the Mountain,” the fairest maid in all the Seven Kingdoms. Perhaps hoping to sway Aegon with her beauty, she sent him a portrait and offered herself to him in marriage, provided he named her son Ronnel as his heir. Though the portrait did finally reach him, it is not known whether Aegon Targaryen ever replied to her proposal; he had two queens already, and Sharra Arryn was by then a faded flower, ten years his elder."
186,"Meanwhile, the two great western kings had made common cause and assembled their own armies, intent on putting an end to Aegon for good and all. From Highgarden marched Mern IX of House Gardener, King of the Reach, with a mighty host. Beneath the walls of Castle Goldengrove, seat of House Rowan, he met Loren I Lannister, King of the Rock, leading his own host down from the westerlands. Together the Two Kings commanded the mightiest host ever seen in Westeros: an army fifty-five thousand strong, including some six hundred lords great and small and more than five thousand mounted knights. “Our iron fist,” boasted King Mern. His four sons rode beside him, and both of his young grandsons attended him as squires."
187,The Two Kings did not linger long at Goldengrove; a host of such
189,"size must remain on the march, lest it eat the surrounding countryside bare. The allies set out at once, marching north by northeast through tall grasses and golden fields of wheat."
190,"Advised of their coming in his camp beside the Gods Eye, Aegon gathered his own strength and advanced to meet these new foes. He commanded only a fifth as many men as the Two Kings, and much of his strength was made up of men sworn to the riverlords, whose loyalty to House Targaryen was of recent vintage, and untested. With the smaller host, however, Aegon was able to move much more quickly than his foes. At the town of Stoney Sept, both his queens joined him with their dragons—Rhaenys from Storm’s End and Visenya from Crackclaw Point, where she had accepted many fervent pledges of fealty from the local lords. Together the three Targaryens watched from the sky as Aegon’s army crossed the headwaters of the Blackwater Rush and raced south."
191,"The two armies came together amongst the wide, open plains south of the Blackwater, near to where the goldroad would run one day. The Two Kings rejoiced when their scouts returned to them and reported Targaryen numbers and dispositions. They had five men for every one of Aegon’s, it seemed, and the disparity in lords and knights was even greater. And the land was wide and open, all grass and wheat as far as the eye could see, ideal for heavy horse. Aegon Targaryen would not command the high ground, as Orys Baratheon had at the Last Storm; the ground was firm, not muddy. Nor would they be troubled by rain. The day was cloudless, though windy. There had been no rain for more than a fortnight."
192,"King Mern had brought half again as many men to the battle as King Loren, and so demanded the honor of commanding the center. His son and heir, Edmund, was given the vanguard. King Loren and his knights would form the right, Lord Oakheart the left. With no natural barriers to anchor the Targaryen line, the Two Kings meant to sweep around Aegon on both flanks, then take him in the rear, whilst their “iron fist,” a great wedge of armored knights and high lords, smashed through Aegon’s center."
193,"Aegon Targaryen drew his own men up in a rough crescent bristling with spears and pikes, with archers and crossbowmen just behind and light cavalry on either flank. He gave command of his host to Jon Mooton, Lord of Maidenpool, one of the first foes to come over to his"
195,"cause. The king himself intended to do his fighting from the sky, beside his queens. Aegon had noted the absence of rain as well; the grass and wheat that surrounded the armies was tall and ripe for harvest…and very dry."
196,"The Targaryens waited until the Two Kings sounded their trumpets and started forward beneath a sea of banners. King Mern himself led the charge against the center on his golden stallion, his son Gawen beside him with his banner, a great green hand upon a field of white. Roaring and screaming, urged on by horns and drums, the Gardeners and Lannisters charged through a storm of arrows down unto their foes, sweeping aside the Targaryen spearmen, shattering their ranks. But by then Aegon and his sisters were in the air."
197,"Aegon flew above the ranks of his foes upon Balerion, through a storm of spears and stones and arrows, swooping down repeatedly to bathe his foes in flame. Rhaenys and Visenya set fires upwind of the enemy and behind them. The dry grasses and stands of wheat went up at once. The wind fanned the flames and blew the smoke into the faces of the advancing ranks of the Two Kings. The scent of fire sent their mounts into panic, and as the smoke thickened, horse and rider alike were blinded. Their ranks began to break as walls of fire rose on every side of them. Lord Mooton’s men, safely upwind of the conflagration, waited with their bows and spears, and made short work of the burned and burning men who came staggering from the inferno."
198,"The Field of Fire, the battle was named afterward."
199,"More than four thousand men died in the flames. Another thousand perished by sword and spear and arrow. Tens of thousands suffered burns, some so bad that they would remain scarred for life. King Mern IX was amongst the dead, together with his sons, grandsons, brothers, cousins, and other kin. One nephew survived for three days. When he died of his burns, House Gardener died with him. King Loren of the Rock lived, riding through a wall of flame and smoke to safety when he saw the battle lost."
